  Revised: Sunday, June 25, 2023
80,C79,100NF/16V,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC,8,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 278.00, 96.00
81,C80,100NF/16V,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC,8,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 278.00, 34.50
82,C81,100NF/16V,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC,8,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 278.00, 64.00
83,C82,100NF/16V,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC,8,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 278.00, 128.00
84,C83,15P/50V,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC,8,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 238.75, 54.25
85,C84,15P/50V,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC,8,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 238.75, 118.00
86,C85,4.7UF/16V,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC,8,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 157.50, 157.50
87,C86,4.7UF/16V,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC,8,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 157.50, 184.50
88,C92,1000P/100V,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC/09_A2_Ethernet,1,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 415.75, 150.00
89,C93,100NF/16V,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC/09_A2_Ethernet,1,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 452.75, 152.50
90,C94,100NF/16V,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC/09_A2_Ethernet,1,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 484.75, 152.50
91,C95,1000P/100V,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC/09_A2_Ethernet,1,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 288.00, 206.75
92,C96,1000P/100V,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC/09_A2_Ethernet,1,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 482.25, 211.50
93,C97,100NF/16V,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC/09_A2_Ethernet,1,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 145.25, 76.25
94,C98,100NF/16V,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC/09_A2_Ethernet,1,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 145.25, 120.50
95,C99,100NF/16V,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC/09_A2_Ethernet/10_A2_HDMI,10,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 364.25, 209.25
96,DA1,LP3220SAB5F,/02_A2_POWER,2,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 196.75, 44.25
97,DA2,LP3987H-33B5F,/02_A2_POWER,2,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 214.00, 132.75
98,DA3,SY8113BADC,/02_A2_POWER,2,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 142.75, 206.75
99,DA4,SY8032EABC,/02_A2_POWER,2,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 162.50, 329.75
100,DA5,LP3987H-33B5F,/02_A2_POWER,2,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 403.50, 278.00
101,DA6,LP3220SAB5F,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI,7,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 135.25, 307.50
102,DA7,AP2127K-1.8TRG1,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI,7,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 371.50, 315.00
103,DD2,CH340N,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug,6,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 145.25, 78.75
104,DD3,XR819,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI,7,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 302.75, 39.25
105,DD1-1,ALLWINNER H3 BGA 347,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1,4,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 201.75, 22.25
106,DD1-2,ALLWINNER H3 BGA 347,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1,4,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 187.00, 233.75
107,J1,5033981892,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD,5,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 226.50, 93.50
108,J2,1054500101,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug,6,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 273.25, 14.75
109,J3,PJ322,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC,8,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 320.00, 169.75
110,J5,R-RJ45R08P-C000,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC/09_A2_Ethernet,1,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 342.00, 71.25
111,J7,HDMI 19PIN 043,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC/09_A2_Ethernet/10_A2_HDMI,10,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 411.00, 54.25
112,L1,2.2UH/2.3A,/02_A2_POWER,2,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 260.75, 49.25
113,L2,2.2UH/4.5A,/02_A2_POWER,2,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 278.00, 211.50
114,L3,2.2UH/4.5A,/02_A2_POWER,2,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 221.50, 334.75
115,L4,2.2UH/2.3A,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI,7,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 192.00, 312.50
116,L5,BLM18EG221SN1D,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI,7,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 251.00, 256.00
117,L6,BLM18EG221SN1D,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI,7,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 251.00, 275.50
118,L7,BLM18EG221SN1D,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC,8,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 110.75, 32.00
119,L8,BLM18EG221SN1D,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC,8,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 113.25, 93.50
120,L9,BLM18EG221SN1D,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC,8,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 199.25, 162.50
121,L10,BLM18EG221SN1D,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC,8,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 199.25, 189.50
122,L11,BLM18EG221SN1D,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC,8,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 300.25, 219.00
123,L14,BLM18EG221SN1D,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC/09_A2_Ethernet,1,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 413.50, 135.25
124,L15,BLM18EG221SN1D,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC/09_A2_Ethernet,1,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 479.75, 196.75
125,L17,BLM18EG221SN1D,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC/09_A2_Ethernet/10_A2_HDMI,10,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 472.50, 172.25
126,MIC1,SPH1642HT5H-1-8,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC,8,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 147.75, 24.50
127,MIC2,SPH1642HT5H-1-8,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD/06_A3_USB2.0_Debug/07_A2_WI-FI/08_A3_MIC,8,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 147.75, 86.00
128,R1,330,/02_A2_POWER,2,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 81.25, 64.00
129,R2,150K,/02_A2_POWER,2,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 278.00, 64.00
130,R3,100K,/02_A2_POWER,2,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 241.25, 83.75
131,R4,100K,/02_A2_POWER,2,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 172.25, 142.75
132,R5,0,/02_A2_POWER,2,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 388.75, 49.25
133,R6,10K,/02_A2_POWER,2,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 204.25, 253.50
134,R7,10K,/02_A2_POWER,2,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 226.50, 236.25
135,R8,0,/02_A2_POWER,2,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 81.25, 270.75
136,R9,0,/02_A2_POWER,2,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 81.25, 288.00
137,R10,100K,/02_A2_POWER,2,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 438.00, 162.50
138,R11,100K,/02_A2_POWER,2,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 243.50, 349.50
139,R12,100K,/02_A2_POWER,2,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 209.25, 366.75
140,R13,100K,/02_A2_POWER,2,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 113.25, 312.50
141,R14,100K,/02_A2_POWER,2,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 123.00, 356.75
142,R15,0,/02_A2_POWER,2,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 462.50, 49.25
143,R16,10K,/02_A2_POWER,2,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 467.50, 211.50
144,R17,10K,/02_A2_POWER,2,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 492.25, 211.50
145,R18,100K,/02_A2_POWER,2,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 361.75, 288.00
146,R19,2,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE,3,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 145.25, 150.00
147,R20,0,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE,3,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 142.75, 194.50
148,R21,0,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE,3,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 142.75, 211.50
149,R22,0/NC,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1,4,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 452.75, 147.75
150,R23,6.04K,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1,4,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 54.25, 312.50
151,R24,0,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1,4,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 504.50, 349.50
152,R25,220K,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1,4,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 519.25, 211.50
153,R26,47K,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD,5,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 182.00, 54.25
154,R27,0,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD,5,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINER_H3\LIB\LIB_H3.OLB, 64.00, 49.25
155,R28,47K,/02_A2_POWER/01_A3_Main_Block/03_A4_POWER_TREE/04_A2_CPU_1/05_A3_MicroSD,5,E:\STADY\EMBADDED_STADY\FPGA_PROJECT\DE0_NANO\WORK\GITHUB\SCHEMATIC\ALLWINNER_H3\LIB\LIB_H3.OLB, 157.50, 54.25
